Truck Number,System,Field,Action,Reconciliation Required,Desired Owner,Desired Value,Current/Before Value,Status,Issue Bucket,Rule,Created (UTC)
017744,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
018147,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
018158,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
018206,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
018220,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
018380,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
021118,AMS,assignment,assign,Assign AMS assignment -> jperez0,jperez0,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
021218,AMS,assignment,assign,Assign AMS assignment -> gharris,gharris,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
022247,AMS,assignment,assign,Assign AMS assignment -> srussel,srussel,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
023456,AMS,assignment,assign,Assign AMS assignment -> wrobers,wrobers,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
024324,AMS,assignment,assign,Assign AMS assignment -> mdellin,mdellin,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
028147,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
038107,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
038147,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
048147,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
058147,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
078107,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
078206,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
078220,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
088001,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088003,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088004,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088005,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088006,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088007,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088008,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088009,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088011,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088012,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088013,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088014,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088015,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088016,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088017,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088018,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088019,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088024,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088030,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088031,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088032,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088033,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088034,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088040,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088041,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088042,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088043,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088044,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088045,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088060,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088061,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088062,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088063,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088064,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088065,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088066,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088073,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088074,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088078,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088090,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088096,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088106,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088108,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088122,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088126,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088128,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088130,AMS,assignment,assign,Assign AMS assignment -> crobert,crobert,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
088131,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088133,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088135,AMS,assignment,assign,Assign AMS assignment -> tcopela,tcopela,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:52
088136,AMS,assignment,assign,Assign AMS assignment -> hsantan,hsantan,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
088138,AMS,assignment,assign,Assign AMS assignment -> rsalin3,rsalin3,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
088139,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088140,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088146,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088148,AMS,assignment,assign,Assign AMS assignment -> rrobert,rrobert,,unknown,skipped,,AMS_ASSIGN,2026-06-22 11:50:51
088150,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088153,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088155,AMS,assignment,assign,Assign AMS assignment -> lcarlso,lcarlso,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088156,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088159,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088163,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
088170,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088171,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088193,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088212,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088219,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
088221,AMS,assignment,assign,Assign AMS assignment -> mmurph3,mmurph3,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
088223,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088224,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088225,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088230,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088240,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
088252,AMS,assignment,assign,Assign AMS assignment -> jricha0,jricha0,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
088289,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
097108,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
098220,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
09999R,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
107983,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
108220,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
108935,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
117983,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
118147,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
118175,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
118935,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
127983,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
128175,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
128935,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
137983,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
138175,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
138380,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
138935,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
147983,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
148175,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
148380,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
148935,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
156141,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
157983,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
158175,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
158380,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
158935,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
166141,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
167435,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
167744,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
176141,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
177435,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
186141,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
187435,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
196141,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
197435,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
198420,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202601,AMS,assignment,assign,Assign AMS assignment -> acook14,acook14,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202602,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202603,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202604,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202605,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202606,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202609,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202610,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202611,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
202612,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
207435,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
208035,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
208420,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
217435,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
218169,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
218206,AMS,assignment,assign,Assign AMS assignment -> eares,eares,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
218420,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
269700,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
373230,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
473230,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
476604,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
476605,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
476607,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
476608,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
476609,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
708402,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
708801,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
708802,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
710801,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
710802,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
710803,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
710804,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
732301,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
732302,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
743501,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
743502,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
761412,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
767001,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
767002,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
767003,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
767004,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
767005,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:52
803502,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
803503,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
803504,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
803505,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
809605,AMS,assignment,clear,Clear AMS assignment,,,,flagged,,AMS_MISSING_FLAG,2026-06-22 11:50:51
